"sep=,"
"received_message","pattern_matching","reply_message","multiple_replies","multiple_reply_delay","multiple_reply_delay_max","recipients","contacts","ignored_contacts","reply_delay","reply_delay_max","specific_times","monday","tuesday","wednesday","thursday","friday","saturday","sunday","pause_type","pause_value","disabled","subrule_of","go_to_rule","req_screen_off","req_charging","req_silent","req_do_not_disturb","req_car_mode","prev_rule_timeout","priority_alert"
"#wiki buaya","none","📝Menurut Wikipedia:\n\nBuaya adalah reptil bertubuh besar yang hidup di air. Secara ilmiah, buaya meliputi seluruh spesies anggota suku Crocodylidae, termasuk pula buaya sepit (Tomistoma schlegelii). Meski demikian nama ini dapat pula dikenakan secara longgar untuk menyebut ‘buaya’ aligator, kaiman dan gavial; yakni kerabat-kerabat buaya yang berlainan suku.\nBuaya umumnya menghuni habitat perairan tawar seperti sungai, danau, rawa dan lahan basah lainnya, namun ada pula yang hidup di air payau seperti buaya muara. Makanan utama buaya adalah hewan-hewan bertulang belakang seperti bangsa ikan, reptil dan mamalia, kadang-kadang juga memangsa moluska dan krustasea bergantung pada spesiesnya. Buaya merupakan hewan purba, yang hanya sedikit berubah karena evolusi semenjak zaman dinosaurus.\nDikenal pula beberapa nama daerah untuk menyebut buaya, seperti misalnya buhaya (Sd.); buhaya (bjn); baya atau bajul (Jw.); bicokok (Btw.), bekatak, atau buaya katak untuk menyebut buaya bertubuh kecil gemuk; senyulong, buaya jolong-jolong (Mly.), atau buaya julung-julung untuk menyebut buaya ikan; buaya pandan, yakni buaya yang berwarna kehijauan; buaya tembaga, buaya yang berwarna kuning kecoklatan; dan lain-lain.\nDalam bahasa Inggris buaya dikenal sebagai crocodile. Nama ini berasal dari penyebutan orang Yunani terhadap buaya yang mereka saksikan di Sungai Nil, krokodilos; kata bentukan yang berakar dari kata kroko, yang berarti ‘batu kerikil’, dan deilos yang berarti ‘cacing’ atau ‘orang’. Mereka menyebutnya ‘cacing bebatuan’ karena mengamati kebiasaan buaya berjemur di tepian sungai yang berbatu-batu.","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#wiki harimau","none","📝Menurut Wikipedia:\n\nHarimau (nama ilmiah: Panthera tigris; disebut juga sebagai macan, meskipun lebih sering digunakan untuk hewan dari spesies Panthera pardus beserta subspesiesnya) adalah hewan yang tergolong dalam filum Chordata, subfilum vertebrata, kelas mamalia, pemakan daging (karnivora), keluarga felidae (kucing), genus panthera, dan tergolong dalam spesies tigris.\nHarimau adalah jenis kucing terbesar dari spesiesnya, bahkan lebih besar dari singa. Harimau juga adalah kucing tercepat kedua dalam berlari, setelah citah. Dalam keseluruhan karnivora, harimau adalah kucing karnivora terbesar dan karnivora terbesar ketiga setelah beruang kutub dan beruang coklat.\nHarimau biasanya memburu mangsa yang agak besar seperti rusa sambar, kijang, babi, atau kancil. Namun, harimau akan memburu hewan kecil seperti landak apabila mangsa yang agak besar itu tidak ada. Meskipun berasal dari keluarga yang sama, harimau berbeda dengan kucing biasa yang kecil, harimau sangat suka berenang, dan pada dasarnya kucing takut dengan air.","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#wikimenu","none","*Terimah Kasih Telah Mengirim Perintah*❗\n ➸ _#Wiki_\n\n*Manfaat Fiture Ini Untuk*\n_Memperdalami Ilmu Tentang_\n   _ *Hewan*_\n☺︎︎`Silahkan Pilih Wiki Di Bawah´☺︎︎\n            ☟︎︎︎\n~ *#Wiki Singa*\n~ *#Wiki Gorila*\n~ *#Wiki Ular*\n~ *#Wiki Harimau*\n~ *#Wiki Monyet*\n~ *#Wiki Anjing*\n~ *#Wiki Babi*\n~ *#Wiki Burung*\n~ *#Wiki Buaya*\n~ *#Wiki Belalang*\n~ *#Wiki Sapi*","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#wiki singa","none","📝Menurut Wikipedia:\n\nSinga (bahasa Sanskerta: Siṃha, atau nama ilmiahnya Panthera leodiae) adalah spesies hewan dari keluarga felidae atau jenis kucing. Singa merupakan hewan yang hidup berkelompok. Biasanya terdiri dari seekor jantan dan banyak betina. Kelompok ini menjaga daerah kekuasaannya. Umur singa antara 10 sampai 15 tahun di alam bebas, tetapi dalam penangkaran memungkinkan lebih dari 20 tahun.\nSinga betina jauh lebih aktif dalam berburu, sedangkan singa jantan lebih santai bersikap menunggu dan meminta jatah dari hasil buruan para betinanya. Singa jantan dipercaya lebih unggul dan perkasa dibandingkan dengan kucing besar lainnya, tetapi kelemahan singa ialah tidak bisa memanjat pohon sebagus kucing-kucing besar lainnya. Singa jantan ditumbuhi bulu tebal di sekitar tengkuknya, hal ini lebih menguntungkan untuk melindungi tengkuknya, terutama dalam perkelahian bebas antara kucing besar yang cenderung menerkam tengkuk untuk melumpuhkan musuhnya.\nKucing besar lainnya, seperti citah dan macan tutul memiliki ukuran tubuh jauh lebih kecil dibanding singa. Walaupun berasal dari keluarga yang sama dengan harimau, singa tidak suka dengan air. Berbeda dengan harimau yang suka dengan air.\nSinga yang terkenal di dunia adalah Bongo. Singa yang menjadi bintang film dalam film George of the Jungle. Bongo adalah singa paling jinak yang meninggal karena sakit paru-paru. Singa kedua yang paling jinak di dunia adalah Zamba yang merupakan peliharaan Ralph Helfer.","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#wiki gorila","none","📝Menurut Wikipedia:\n\nGorila adalah jenis primata yang terbesar. Makanan gorila terdiri dari sayur-sayuran, walaupun kadang juga makan serangga. Karena itu gorila dapat digolongkan sebagai binatang omnivora. Gorila berasal dari hutan tropis di Afrika. 97-98% DNA gorila identik dengan DNA manusia. Gorila adalah spesies kedua setelah simpanse yang terdekat dengan manusia. Ada dua spesies dalam genus gorila, yaitu gorila timur (eastern gorila) dan gorila barat (western gorila).","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#wiki ular","none","📝Menurut Wikipedia:\n\nUlar adalah kelompok reptilia tidak berkaki dan bertubuh panjang yang tersebar luas di dunia. Secara ilmiah, semua jenis ular dikelompokkan dalam satu subordo, yaitu Serpentes dan juga merupakan anggota dari ordo Squamata (reptilia bersisik), bersama-sama dengan kadal. Akan tetapi, ular (Serpentes) sendiri diklasifikasikan pada cabang (klade) Ophidia, yaitu segolongan reptilia-reptilia dengan atau tanpa kaki, bertubuh panjang, dan memiliki fisiologis yang sangat berbeda dengan kadal.","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#wiki anjing","none","📝Menurut Wikipedia:\n\nAnjing adalah mamalia yang telah mengalami domestikasi dari serigala sejak 15.000 tahun yang lalu, bahkan kemungkinan sudah sejak 100.000 tahun yang lalu berdasarkan bukti genetik berupa penemuan fosil dan tes DNA. Penelitian lain mengungkap sejarah domestikasi anjing yang belum begitu lama.Anjing telah berkembang menjadi ratusan ras dengan berbagai macam variasi. Warna rambut anjing bisa beraneka ragam, mulai dari putih sampai hitam, juga merah, abu-abu (sering disebut ""biru""), dan coklat. Selain itu, anjing memiliki berbagai jenis rambut. Rambut anjing bisa lurus atau keriting, dan bertekstur kasar hingga lembut seperti benang wol.\nIlmu pengetahuan yang mempelajari segala hal mengenai anjing dinamakan dengan kinologi (dari bahasa Yunani kuno κυνός, baca kynόs, ""anjing"" dan λόγος, baca lógos, ""ucapan, akal"").","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#wiki burung","none","📝Menurut Wikipedia:\n\nBurung adalah anggota kelompok hewan bertulang belakang (vertebrata) yang memiliki bulu dan sayap. Fosil tertua burung ditemukan di Jerman dan dikenal sebagai Archaeopteryx.\nJenis-jenis burung begitu bervariasi, mulai dari burung kolibri yang kecil dan dapat mengepakkan sayap dengan sangat cepat, penguin yang menyelam dengan sayapnya, hingga burung unta, yang lebih tinggi dari manusia. Sebagian besar spesies burung di dunia mampu terbang menggunakan sayapnya (mis. bebek, angsa, burung gereja, pelikan, burung hantu, elang, cenderawasih, dan masih banyak lagi), kecuali beberapa jenis burung yang biasanya endemik di tempat tertentu, seperti burung unta, moa, kasuari, kiwi, penguin, dan sebagainya. Diperkirakan terdapat sekitar 8.800 – 10.200 spesies burung di seluruh dunia; sekitar 1.500 jenis di antaranya ditemukan di Indonesia. Berbagai jenis burung ini secara ilmiah digolongkan ke dalam kelas Aves.\nSaat ini, burung diketahui merupakan turunan dari kelompok dinosaurus theropoda berbulu, dan dengan demikian merupakan satu-satunya anggota dinosaurus yang masih hidup. Dengan demikian juga, kerabat terdekat burung yang masih hidup adalah buaya. Burung adalah keturunan aviala purba (yang anggotanya termasuk Archeopteryx) yang pertama kali muncul sekitar 160 juta tahun yang lalu di Tiongkok. Menurut bukti DNA, burung modern (Neornithes) berevolusi pada periode Kapur Pertengahan hingga Akhir, dan melakukan diversifikasi secara cepat dan mencolok sekitar waktu peristiwa kepunahan Kapur–Paleogen 66 juta tahun yang lalu, yang membunuh pterosaurus dan semua dinosaurus nonburung.","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#wiki babi","none","📝Menurut Wikipedia:\n\nBabi adalah sejenis hewan ungulata yang bermoncong panjang dan berhidung lemper dan merupakan hewan yang aslinya berasal dari Eurasia. Babi merupakan omnivora yang berarti mereka mengonsumsi daging maupun tumbuh-tumbuhan. Selain itu, babi termasuk salah satu mamalia yang paling cerdas, dan dilaporkan lebih pintar dan mudah dipelihara dibandingkan dengan anjing dan kucing.","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#wiki monyet","none","📝Menurut Wikipedia:\n\nMonyet tidak sepenuhnya sama dengan kera.\nMonyet adalah istilah untuk semua anggota primata yang bukan prosimia (""pra-kera"", seperti lemur dan tarsius) atau kera, baik yang tinggal di Dunia Lama maupun Dunia Baru. Hingga saat ini dikenal 264 jenis monyet yang hidup di dunia. Tidak seperti kera, monyet biasanya berekor dan berukuran lebih kecil. Monyet diketahui dapat belajar dan menggunakan alat untuk membantunya dalam mendapatkan makanan.\nPengelompokan monyet bersifat parafiletik, karena monyet Dunia Lama (Cercopithecoidea) sebenarnya lebih dekat kekerabatan genetiknya dengan kera (Hominidae), daripada monyet Dunia Baru (Platyrrhini).\nMonyet terbesar adalah mandrill. Beberapa monyet dalam bahasa sehari-hari juga sering disebut sebagai kera.\nBeberapa monyet telah dimanfaatkan manusia sebagai hewan timangan atau hewan untuk membantu pekerjaan sehari-hari. Monyet ekor panjang (Macaca fascicularis) adalah hewan yang paling biasa berinteraksi dengan manusia dan sering dipelihara sebagai hewan timangan, hewan sirkus, atau percobaan laboratorium. Ia juga primata pertama yang pernah ke angkasa luar. Beruk dipelihara di beberapa tempat di Sumatra dan Malaya untuk dilatih sebagai pemetik kelapa.\nMonyet di hutan gunung Bunder menggerakkan pepohonan di siang hari, berlompatan dari satu dahan ke dahan yang lain dan diam bila ada pendaki gunung yang lewat. Mungkin di situ monyet hidup berdampingan dengan macan akar dan ular. Di Sumatra Barat, tepatnya Danau Maninjau, penginapan bersebelahan dibangunnya dengan hutan dan monyet dapat dengan mudah menanjakn pohondan memasuki teras hotel dekat kolam renang. Di perjalanan naik turun ke arah danau Maninjai, monyet monyet leluasa berkeliaran dan seperti menunggu makanan yang dilepmar oleh pelancong.","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#wiki belalang","none","📝Menurut Wikipedia:\n\nBelalang adalah serangga herbivora dari subordo Caelifera dalam ordo Orthoptera. Serangga ini memiliki antena yang hampir selalu lebih pendek dari tubuhnya dan juga memiliki ovipositor pendek. Suara yang ditimbulkan beberapa spesies belalang biasanya dihasilkan dengan menggosokkan femur belakangnya terhadap sayap depan atau abdomen (disebut stridulasi), atau karena kepakan sayapnya sewaktu terbang. Femur belakangnya umumnya panjang dan kuat yang cocok untuk melompat.\nSerangga ini umumnya bersayap, walaupun sayapnya kadang tidak dapat dipergunakan untuk terbang. Belalang betina umumnya berukuran lebih besar dari belalang jantan.","single","","","c","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#wiki sapi","none","📝Menurut Wikipedia:\n\nSapi adalah hewan ternak anggota suku Bovidae dan anak suku Bovinae. Sapi yang telah dikebiri dan biasanya digunakan untuk membajak sawah dinamakan lembu. Sapi dipelihara terutama untuk dimanfaatkan susu dan dagingnya sebagai pangan manusia. Hasil sampingannya seperti kulit, jeroan, tanduk, dan kotorannya juga dimanfaatkan untuk berbagai keperluan manusia. Di sejumlah tempat, sapi juga dipakai sebagai penggerak alat transportasi, pengolahan lahan tanam (bajak), dan alat industri lain (seperti peremas tebu). Karena banyak kegunaan ini, sapi telah menjadi bagian dari berbagai kebudayaan manusia sejak lama.\nKebanyakan sapi ternak merupakan keturunan dari jenis liar yang dikenal sebagai aurochs (dalam bahasa Jerman berarti ""sapi kuno"", nama ilmiah: Bos primigenius), yang sudah punah di Eropa sejak 1627. Namun, terdapat beberapa spesies sapi liar lain yang keturunannya didomestikasi, termasuk sapi bali yang juga diternakkan di Indonesia.","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#quran","none","Allah Subhanahu Wa Ta'ala berfirman:\n\nمَتَا عٌ قَلِيْلٌ ۗ ثُمَّ مَأْوٰٮهُمْ جَهَنَّمُ ۗ وَ بِئْسَ الْمِهَا دُ\n\n""Itu hanyalah kesenangan sementara, kemudian tempat kembali mereka ialah Neraka Jahanam. (Jahanam) itu seburuk-buruk tempat tinggal.""\n(QS. Ali 'Imran 3: Ayat 197)<#>Allah Subhanahu Wa Ta'ala berfirman:\n\nهُوَ الَّذِيْ خَلَقَكُمْ مِّنْ نَّـفْسٍ وَّا حِدَةٍ وَّجَعَلَ مِنْهَا زَوْجَهَا لِيَسْكُنَ اِلَيْهَا ۚ فَلَمَّا تَغَشّٰٮهَا حَمَلَتْ حَمْلًا خَفِيْفًا فَمَرَّتْ بِهٖ ۚ فَلَمَّاۤ اَثْقَلَتْ دَّعَوَا اللّٰهَ رَبَّهُمَا لَئِنْ اٰتَيْتَـنَا صَا لِحًا لَّـنَكُوْنَنَّ مِنَ الشّٰكِرِيْنَ                            \n\n""Dialah yang menciptakan kamu dari jiwa yang satu (Adam) dan darinya Dia menciptakan pasangannya, agar dia merasa senang kepadanya. Maka setelah dicampurinya, (istrinya) mengandung kandungan yang ringan, dan teruslah dia merasa ringan (beberapa waktu). Kemudian ketika dia merasa berat, keduanya (suami-istri) bermohon kepada Allah, Tuhan mereka (seraya berkata), Jika Engkau memberi kami anak yang saleh, tentulah kami akan selalu bersyukur.""\n(QS. Al-A'raf 7: Ayat 189)<#>Allah Subhanahu Wa Ta'ala berfirman:\n\nيٰۤـاَيُّهَا الَّذِيْنَ اٰمَنُوا اصْبِرُوْا وَصَا بِرُوْا وَرَا بِطُوْا ۗ             \nوَا تَّقُوا اللّٰهَ لَعَلَّكُمْ تُفْلِحُوْنَ                                           \n\n""Wahai orang-orang yang beriman! Bersabarlah kamu dan kuatkanlah kesabaranmu dan tetaplah bersiap siaga (di perbatasan negerimu) dan bertakwalah kepada Allah agar kamu beruntung.""\n(QS. Ali 'Imran 3: Ayat 200)<#>Allah Subhanahu Wa Ta'ala berfirman:\n\nفَاِ نْ كَذَّبُوْكَ فَقَدْ كُذِّبَ رُسُلٌ مِّنْ قَبْلِكَ جَآءُوْ بِا لْبَيِّنٰتِ       \n وَا لزُّبُرِ وَا لْكِتٰبِ الْمُنِيْرِ                                                     \n\n""Maka jika mereka mendustakan engkau (Muhammad), maka (ketahuilah) rasul-rasul sebelum engkau pun telah didustakan (pula), mereka membawa mukjizat-mukjizat yang nyata, Zabur, dan kitab yang memberi penjelasan yang sempurna.""\n(QS. Ali 'Imran 3: Ayat 184)<#>Allah Subhanahu Wa Ta'ala berfirman:\n\nذٰلِكَ بِمَا قَدَّمَتْ اَيْدِيْكُمْ وَاَ نَّ اللّٰهَ لَيْسَ بِظَلَّا مٍ لِّلْعَبِيْدِ ۚ \n\n""Demikian itu disebabkan oleh perbuatan tanganmu sendiri dan sesungguhnya Allah tidak menzalimi hamba-hamba-Nya""\n(QS. Ali 'Imran 3: Ayat 182)<#>Allah Subhanahu Wa Ta'ala berfirman:\n\nاِنَّ الَّذِيْنَ يَأْكُلُوْنَ اَمْوَا لَ الْيَتٰمٰى ظُلْمًا اِنَّمَا يَأْكُلُوْنَ فِيْ بُطُوْنِهِمْ نَا رًا ۗ وَسَيَـصْلَوْنَ سَعِيْرًا                                                                           \n\n""Sesungguhnya orang-orang yang memakan harta anak yatim secara zalim, sebenarnya mereka itu menelan api dalam perutnya dan mereka akan masuk ke dalam api yang menyala-nyala (neraka).""\n(QS. An-Nisa' 4: Ayat 10)<#>Allah Subhanahu Wa Ta'ala berfirman:\n\nتِلْكَ حُدُوْدُ اللّٰهِ ۗ وَمَنْ يُّطِعِ اللّٰهَ وَرَسُوْلَهٗ يُدْخِلْهُ جَنّٰتٍ تَجْرِيْ مِنْ تَحْتِهَا الْاَ نْهٰرُ خٰلِدِيْنَ فِيْهَا ۗ وَذٰلِكَ الْفَوْزُ الْعَظِيْمُ                         \n\n""Itulah batas-batas (hukum) Allah. Barang siapa taat kepada Allah dan rasul-Nya, Dia akan memasukkannya ke dalam surga-surga yang mengalir di bawahnya sungai-sungai, mereka kekal di dalamnya. Dan itulah kemenangan yang agung.""\n(QS. An-Nisa' 4: Ayat 13)<#>Allah Subhanahu Wa Ta'ala berfirman:\n\n﻿يٰۤـاَيُّهَا الَّذِيْنَ اٰمَنُوْۤا اَوْفُوْا بِا لْعُقُوْدِ ۗ اُحِلَّتْ لَـكُمْ بَهِيْمَةُ الْاَ نْعَا مِ اِلَّا \nمَا يُتْلٰى عَلَيْكُمْ غَيْرَ مُحِلِّى الصَّيْدِ وَاَ نْـتُمْ حُرُمٌ ۗ                          \nاِنَّ اللّٰهَ يَحْكُمُ مَا يُرِيْدُ                                                                 \n\n""Wahai orang-orang yang beriman! Penuhilah janji-janji. Hewan ternak dihalalkan bagimu, kecuali yang akan disebutkan kepadamu, dengan tidak menghalalkan berburu ketika kamu sedang berihram (haji atau umrah). Sesungguhnya Allah menetapkan hukum sesuai dengan yang Dia kehendaki.""\n(QS. Al-Ma'idah 5: Ayat 1)","random","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#quotes","none","""Jangan cintai orang yg tidak mencintai Allah, kalau Allah saja ia tinggalkan, apalagi kamu"" \n(Imam Syafi'i)<#>""Carilah ulama yang dibenci oleh orang2 kafir & munafik, dan jadikanlah dia ulama yang membimbingmu & jauhi ulama yg dekat dengan orang2 kafir & munafik, karena dia akan menyesatkanmu & menjauhkanmu dari keridhoan Allah SWT"".\n(Imam Syafi'i)<#>""Apabila engkau memiliki seorang sahabat yg membantumu dalam ketaatan kepda Allah, maka genggam eratlah ia, jangan engkau lepaskan. Karena mendapatkan seorang sahabat yang baik adalah perkara yang sulit, sedangkan melepaskannya adalah perkara yang muda"" \n(Imam Syafi'i)<#>""Nanti di akhir zaman akan banyak ulama yang membingungkan umat, sehingga umat bingung mana ulama warosatul anbiya & mana ulama suu' yang menyesatkan.""\n(Imam Syafi'i)<#>""Orang yang hebat adalah orang yang memiliki kemampuan menyembunyikan kesusahan, sehingga orang lain mengira bahwa ia selalu senang"" \n(Imam Syafi'i)<#>""Orang yang hebat adalah orang yang memiliki kemampuan menyembunyikan amarah, sehingga orang lain mengira bahwa ia merasa ridha"" \n(Imam Syafi'i)<#>""Orang yang hebat adalah orang yang memiliki kemampuan menyembunyikan kemeralatannya, sehingga orang lain menyangka bahwa dia berkecukupan karena dia tidak pernah meminta"" \n(Imam Syafi'i)<#>""Amalan yang paling berat diamalkan Ada 3 (tiga). 1. Dermawan saat yang dimiliki sedikit. 2. Menghindari maksiat saat sunyi tiada siapa-siapa. 3. Menyampaikan kata-kata yang benar dihadapan orang diharap atau ditakuti"" \n(Imam Syafi'i)<#>""Berkatalah sekehendakmu untuk menghina kehormatanku, diamku dari orang hina adalah suatu jawaban. Bukanlah artinya aku tidak mempunyai jawaban, tetapi tidak pantas bagi singa meladeni anjing"" \n(Imam Syafi'i)<#>""Jadikan akhirat dihatimu, dunia ditanganmu dan kematian dipelupuk matamu"" \n(Imam Syafi'i)<#>""Berapa banyak manusia yang masih hidup dalam kelalaian, sedangkan kain kafan sedang di tenun"" \n(Imam Syafi'i)<#>""Siapa yang menasehatimu secara sembunyi-sembunyi, maka ia benar-benar menasehatimu. Siapa yang menasehatimu di khalayak ramai, dia sebenarnya menghinamu"" \n(Imam Syafi'i)<#>""Ilmu itu bukan yang dihafal tetapi yang memberi manfaat"" \n(Imam Syafi'i)<#>""Bila kamu tak tahan penatnya belajar, maka kamu akan menanggung perihnya kebodohan"" \n(Imam Syafi'i)<#>""Doa disaat tahajud adalah umpama panah yang tepat mengenai sasaran"" \n(Imam Syafi'i)<#>""Barangsiapa yang menginginkan husnul khatimah, hendaklah ia selalu bersangka baik dengan manusia"" \n(Imam Syafi'i)","random","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#kereta","none","╭━ ♥━ ♥━ ♥━ ♥━ ♥\n╰╮┏━┳┳┳┓  ┏┳┳┳┳┳┓\n┏┻╋━╋┻┻┫  ┣┻┻┻┻┻┫\n┗ⓞ━━━ⓞ┻━┻ⓞ━━┻ⓞ━━ⓞ╯","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#insha allah","none","╱◥☬◣✺✺﷽✺✺◢☬◤╲\n ❖✿☆❖【𝐈𝐍𝐒𝐘𝐀】❖☆✿❖\n◢▩◤◆[🄰🄻🄻🄰🄷]◆◥▩◣\n❖✿☆❖(🅢🅤🅡🅖🅐)❖✿☆❖\n╲◢☬◤✺✺﷽✺✺◥☬◣╱","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#hacker","none","◢▃▃▃▃◤▔▔▔◥▃▃▃▃◣\n  ✺�𝙷𝙰𝙲𝙺 ☬𝐂𝐲𝐛𝐞𝐫𝐓𝐞𝐚𝐦�✺ ◥▔▔▔▔◣▃▃▃◢▔▔▔▔◤<#>◢▃▃▃▃◤▔▔▔◥▃▃▃▃◣\n  ✺�𝙷𝙰𝙲𝙺 ☬𝐀𝐧𝐨𝐧𝐲𝐦𝐨𝐮𝐬�✺ ◥▔▔▔▔◣▃▃▃◢▔▔▔▔◤","random","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
